path,label
rock\rock_139.png,rock
scissors\scissors_37.png,scissors
scissors\scissors_266.png,scissors
rock\rock_848.png,rock
rock\rock_453.png,rock
rock\rock_451.png,rock
rock\rock_644.png,rock
rock\rock_636.png,rock
scissors\scissors_440.png,scissors
paper\paper_629.png,paper
paper\paper_782.png,paper
paper\paper_240.png,paper
rock\rock_462.png,rock
paper\paper_877.png,paper
scissors\scissors_233.png,scissors
rock\rock_313.png,rock
paper\paper_723.png,paper
rock\rock_96.png,rock
paper\paper_49.png,paper
scissors\scissors_301.png,scissors
scissors\scissors_449.png,scissors
scissors\scissors_614.png,scissors
scissors\scissors_445.png,scissors
scissors\scissors_569.png,scissors
rock\rock_42.png,rock
rock\rock_546.png,rock
rock\rock_833.png,rock
rock\rock_815.png,rock
scissors\scissors_758.png,scissors
scissors\scissors_851.png,scissors
scissors\scissors_739.png,scissors
paper\paper_55.png,paper
scissors\scissors_624.png,scissors
paper\paper_473.png,paper
rock\rock_585.png,rock
rock\rock_738.png,rock
paper\paper_357.png,paper
paper\paper_586.png,paper
rock\rock_264.png,rock
paper\paper_895.png,paper
paper\paper_509.png,paper
rock\rock_620.png,rock
scissors\scissors_332.png,scissors
rock\rock_162.png,rock
scissors\scissors_134.png,scissors
paper\paper_396.png,paper
scissors\scissors_632.png,scissors
scissors\scissors_75.png,scissors
paper\paper_735.png,paper
scissors\scissors_710.png,scissors
rock\rock_77.png,rock
paper\paper_654.png,paper
rock\rock_858.png,rock
paper\paper_226.png,paper
scissors\scissors_247.png,scissors
rock\rock_673.png,rock
scissors\scissors_19.png,scissors
paper\paper_439.png,paper
scissors\scissors_589.png,scissors
paper\paper_652.png,paper
rock\rock_303.png,rock
scissors\scissors_613.png,scissors
rock\rock_29.png,rock
scissors\scissors_586.png,scissors
rock\rock_255.png,rock
rock\rock_93.png,rock
scissors\scissors_678.png,scissors
paper\paper_173.png,paper
rock\rock_108.png,rock
paper\paper_491.png,paper
scissors\scissors_781.png,scissors
scissors\scissors_365.png,scissors
scissors\scissors_316.png,scissors
scissors\scissors_688.png,scissors
paper\paper_83.png,paper
scissors\scissors_681.png,scissors
rock\rock_656.png,rock
scissors\scissors_886.png,scissors
paper\paper_566.png,paper
scissors\scissors_803.png,scissors
scissors\scissors_871.png,scissors
rock\rock_65.png,rock
scissors\scissors_320.png,scissors
scissors\scissors_70.png,scissors
rock\rock_897.png,rock
rock\rock_405.png,rock
rock\rock_378.png,rock
rock\rock_266.png,rock
rock\rock_679.png,rock
rock\rock_735.png,rock
paper\paper_728.png,paper
paper\paper_137.png,paper
rock\rock_87.png,rock
scissors\scissors_379.png,scissors
rock\rock_314.png,rock
scissors\scissors_171.png,scissors
paper\paper_516.png,paper
rock\rock_727.png,rock
paper\paper_562.png,paper
scissors\scissors_161.png,scissors
rock\rock_466.png,rock
scissors\scissors_412.png,scissors
rock\rock_278.png,rock
paper\paper_614.png,paper
scissors\scissors_239.png,scissors
paper\paper_403.png,paper
scissors\scissors_795.png,scissors
scissors\scissors_317.png,scissors
paper\paper_344.png,paper
scissors\scissors_513.png,scissors
paper\paper_225.png,paper
paper\paper_145.png,paper
scissors\scissors_775.png,scissors
rock\rock_171.png,rock
paper\paper_846.png,paper
paper\paper_519.png,paper
paper\paper_535.png,paper
scissors\scissors_838.png,scissors
scissors\scissors_638.png,scissors
rock\rock_542.png,rock
paper\paper_742.png,paper
scissors\scissors_605.png,scissors
rock\rock_606.png,rock
paper\paper_122.png,paper
rock\rock_336.png,rock
scissors\scissors_137.png,scissors
scissors\scissors_393.png,scissors
scissors\scissors_88.png,scissors
rock\rock_249.png,rock
scissors\scissors_414.png,scissors
paper\paper_416.png,paper
scissors\scissors_471.png,scissors
paper\paper_311.png,paper
scissors\scissors_625.png,scissors
scissors\scissors_113.png,scissors
scissors\scissors_469.png,scissors
paper\paper_272.png,paper
rock\rock_51.png,rock
scissors\scissors_667.png,scissors
scissors\scissors_696.png,scissors
paper\paper_33.png,paper
rock\rock_315.png,rock
scissors\scissors_283.png,scissors
rock\rock_799.png,rock
rock\rock_450.png,rock
scissors\scissors_642.png,scissors
rock\rock_839.png,rock
paper\paper_469.png,paper
rock\rock_643.png,rock
paper\paper_588.png,paper
paper\paper_738.png,paper
rock\rock_182.png,rock
rock\rock_668.png,rock
paper\paper_798.png,paper
paper\paper_740.png,paper
scissors\scissors_498.png,scissors
scissors\scissors_231.png,scissors
paper\paper_861.png,paper
rock\rock_841.png,rock
scissors\scissors_541.png,scissors
paper\paper_608.png,paper
rock\rock_475.png,rock
rock\rock_805.png,rock
scissors\scissors_702.png,scissors
paper\paper_746.png,paper
rock\rock_166.png,rock
rock\rock_401.png,rock
scissors\scissors_482.png,scissors
paper\paper_645.png,paper
rock\rock_813.png,rock
paper\paper_208.png,paper
scissors\scissors_767.png,scissors
rock\rock_732.png,rock
scissors\scissors_611.png,scissors
rock\rock_816.png,rock
scissors\scissors_96.png,scissors
paper\paper_710.png,paper
scissors\scissors_516.png,scissors
rock\rock_541.png,rock
paper\paper_624.png,paper
rock\rock_350.png,rock
scissors\scissors_755.png,scissors
rock\rock_623.png,rock
paper\paper_113.png,paper
paper\paper_699.png,paper
paper\paper_273.png,paper
paper\paper_383.png,paper
rock\rock_739.png,rock
rock\rock_355.png,rock
rock\rock_373.png,rock
rock\rock_838.png,rock
rock\rock_328.png,rock
scissors\scissors_425.png,scissors
scissors\scissors_689.png,scissors
rock\rock_511.png,rock
paper\paper_81.png,paper
scissors\scissors_747.png,scissors
rock\rock_901.png,rock
rock\rock_571.png,rock
scissors\scissors_474.png,scissors
rock\rock_228.png,rock
paper\paper_233.png,paper
rock\rock_479.png,rock
scissors\scissors_709.png,scissors
rock\rock_493.png,rock
paper\paper_557.png,paper
rock\rock_393.png,rock
scissors\scissors_843.png,scissors
scissors\scissors_386.png,scissors
scissors\scissors_772.png,scissors
paper\paper_709.png,paper
scissors\scissors_715.png,scissors
paper\paper_73.png,paper
scissors\scissors_480.png,scissors
rock\rock_174.png,rock
rock\rock_902.png,rock
rock\rock_259.png,rock
rock\rock_467.png,rock
rock\rock_872.png,rock
rock\rock_375.png,rock
rock\rock_477.png,rock
paper\paper_573.png,paper
rock\rock_129.png,rock
rock\rock_48.png,rock
scissors\scissors_286.png,scissors
rock\rock_6.png,rock
paper\paper_1.png,paper
paper\paper_772.png,paper
rock\rock_820.png,rock
rock\rock_659.png,rock
scissors\scissors_273.png,scissors
paper\paper_257.png,paper
rock\rock_580.png,rock
scissors\scissors_811.png,scissors
paper\paper_823.png,paper
scissors\scissors_475.png,scissors
paper\paper_556.png,paper
scissors\scissors_200.png,scissors
rock\rock_729.png,rock
paper\paper_371.png,paper
scissors\scissors_396.png,scissors
paper\paper_284.png,paper
paper\paper_259.png,paper
scissors\scissors_551.png,scissors
rock\rock_233.png,rock
scissors\scissors_840.png,scissors
paper\paper_12.png,paper
paper\paper_438.png,paper
scissors\scissors_553.png,scissors
scissors\scissors_748.png,scissors
scissors\scissors_523.png,scissors
rock\rock_225.png,rock
rock\rock_669.png,rock
scissors\scissors_766.png,scissors
rock\rock_767.png,rock
rock\rock_388.png,rock
rock\rock_877.png,rock
scissors\scissors_737.png,scissors
paper\paper_656.png,paper
rock\rock_54.png,rock
rock\rock_81.png,rock
paper\paper_752.png,paper
paper\paper_238.png,paper
rock\rock_876.png,rock
rock\rock_39.png,rock
scissors\scissors_750.png,scissors
paper\paper_239.png,paper
rock\rock_366.png,rock
scissors\scissors_36.png,scissors
scissors\scissors_20.png,scissors
paper\paper_781.png,paper
rock\rock_306.png,rock
paper\paper_853.png,paper
scissors\scissors_50.png,scissors
rock\rock_407.png,rock
paper\paper_659.png,paper
paper\paper_482.png,paper
paper\paper_174.png,paper
scissors\scissors_400.png,scissors
scissors\scissors_130.png,scissors
paper\paper_19.png,paper
paper\paper_76.png,paper
paper\paper_140.png,paper
scissors\scissors_765.png,scissors
paper\paper_484.png,paper
scissors\scissors_151.png,scissors
paper\paper_554.png,paper
scissors\scissors_855.png,scissors
paper\paper_413.png,paper
scissors\scissors_585.png,scissors
rock\rock_480.png,rock
scissors\scissors_751.png,scissors
rock\rock_631.png,rock
scissors\scissors_780.png,scissors
rock\rock_647.png,rock
paper\paper_675.png,paper
scissors\scissors_183.png,scissors
rock\rock_142.png,rock
paper\paper_829.png,paper
scissors\scissors_461.png,scissors
scissors\scissors_809.png,scissors
scissors\scissors_145.png,scissors
scissors\scissors_488.png,scissors
scissors\scissors_796.png,scissors
paper\paper_470.png,paper
scissors\scissors_276.png,scissors
scissors\scissors_432.png,scissors
rock\rock_200.png,rock
paper\paper_63.png,paper
paper\paper_569.png,paper
paper\paper_841.png,paper
rock\rock_72.png,rock
rock\rock_176.png,rock
scissors\scissors_362.png,scissors
paper\paper_20.png,paper
scissors\scissors_600.png,scissors
scissors\scissors_626.png,scissors
scissors\scissors_763.png,scissors
scissors\scissors_604.png,scissors
paper\paper_261.png,paper
rock\rock_498.png,rock
scissors\scissors_891.png,scissors
rock\rock_610.png,rock
scissors\scissors_329.png,scissors
paper\paper_680.png,paper
paper\paper_161.png,paper
rock\rock_884.png,rock
scissors\scissors_873.png,scissors
scissors\scissors_93.png,scissors
scissors\scissors_548.png,scissors
paper\paper_778.png,paper
paper\paper_417.png,paper
scissors\scissors_514.png,scissors
paper\paper_501.png,paper
rock\rock_472.png,rock
paper\paper_289.png,paper
scissors\scissors_531.png,scissors
scissors\scissors_847.png,scissors
paper\paper_98.png,paper
paper\paper_428.png,paper
paper\paper_84.png,paper
rock\rock_633.png,rock
rock\rock_208.png,rock
scissors\scissors_829.png,scissors
paper\paper_662.png,paper
paper\paper_252.png,paper
paper\paper_851.png,paper
paper\paper_658.png,paper
rock\rock_307.png,rock
rock\rock_559.png,rock
rock\rock_618.png,rock
scissors\scissors_509.png,scissors
rock\rock_410.png,rock
rock\rock_428.png,rock
rock\rock_136.png,rock
rock\rock_886.png,rock
scissors\scissors_808.png,scissors
paper\paper_674.png,paper
scissors\scissors_196.png,scissors
rock\rock_845.png,rock
paper\paper_241.png,paper
paper\paper_127.png,paper
scissors\scissors_492.png,scissors
rock\rock_33.png,rock
rock\rock_788.png,rock
scissors\scissors_852.png,scissors
paper\paper_816.png,paper
rock\rock_507.png,rock
rock\rock_900.png,rock
rock\rock_831.png,rock
paper\paper_337.png,paper
rock\rock_383.png,rock
paper\paper_898.png,paper
scissors\scissors_258.png,scissors
rock\rock_683.png,rock
paper\paper_450.png,paper
rock\rock_192.png,rock
rock\rock_578.png,rock
paper\paper_117.png,paper
rock\rock_870.png,rock
rock\rock_234.png,rock
scissors\scissors_448.png,scissors
rock\rock_696.png,rock
scissors\scissors_468.png,scissors
rock\rock_269.png,rock
rock\rock_213.png,rock
scissors\scissors_581.png,scissors
paper\paper_832.png,paper
scissors\scissors_441.png,scissors
rock\rock_834.png,rock
rock\rock_601.png,rock
paper\paper_305.png,paper
scissors\scissors_861.png,scissors
scissors\scissors_679.png,scissors
scissors\scissors_56.png,scissors
scissors\scissors_617.png,scissors
scissors\scissors_430.png,scissors
paper\paper_902.png,paper
rock\rock_392.png,rock
scissors\scissors_901.png,scissors
rock\rock_156.png,rock
scissors\scissors_300.png,scissors
scissors\scissors_664.png,scissors
scissors\scissors_487.png,scissors
paper\paper_488.png,paper
rock\rock_825.png,rock
paper\paper_596.png,paper
scissors\scissors_245.png,scissors
scissors\scissors_490.png,scissors
scissors\scissors_272.png,scissors
rock\rock_676.png,rock
paper\paper_536.png,paper
scissors\scissors_227.png,scissors
paper\paper_802.png,paper
rock\rock_531.png,rock
rock\rock_565.png,rock
rock\rock_808.png,rock
paper\paper_56.png,paper
scissors\scissors_65.png,scissors
scissors\scissors_212.png,scissors
rock\rock_133.png,rock
rock\rock_40.png,rock
paper\paper_192.png,paper
paper\paper_665.png,paper
rock\rock_128.png,rock
rock\rock_864.png,rock
scissors\scissors_210.png,scissors
rock\rock_844.png,rock
rock\rock_490.png,rock
rock\rock_885.png,rock
paper\paper_810.png,paper
scissors\scissors_777.png,scissors
paper\paper_714.png,paper
rock\rock_473.png,rock
scissors\scissors_41.png,scissors
paper\paper_660.png,paper
paper\paper_222.png,paper
paper\paper_350.png,paper
paper\paper_282.png,paper
scissors\scissors_442.png,scissors
rock\rock_413.png,rock
rock\rock_31.png,rock
scissors\scissors_869.png,scissors
paper\paper_462.png,paper
paper\paper_891.png,paper
scissors\scissors_165.png,scissors
paper\paper_866.png,paper
paper\paper_785.png,paper
rock\rock_904.png,rock
rock\rock_502.png,rock
rock\rock_550.png,rock
scissors\scissors_850.png,scissors
rock\rock_37.png,rock
paper\paper_837.png,paper
scissors\scissors_206.png,scissors
scissors\scissors_208.png,scissors
rock\rock_289.png,rock
rock\rock_344.png,rock
scissors\scissors_444.png,scissors
rock\rock_290.png,rock
paper\paper_44.png,paper
scissors\scissors_616.png,scissors
scissors\scissors_42.png,scissors
paper\paper_734.png,paper
rock\rock_107.png,rock
scissors\scissors_287.png,scissors
scissors\scissors_135.png,scissors
scissors\scissors_641.png,scissors
rock\rock_55.png,rock
scissors\scissors_659.png,scissors
scissors\scissors_712.png,scissors
paper\paper_427.png,paper
paper\paper_167.png,paper
rock\rock_8.png,rock
paper\paper_749.png,paper
paper\paper_149.png,paper
paper\paper_182.png,paper
scissors\scissors_525.png,scissors
rock\rock_664.png,rock
paper\paper_764.png,paper
scissors\scissors_242.png,scissors
scissors\scissors_760.png,scissors
scissors\scissors_374.png,scissors
rock\rock_693.png,rock
paper\paper_276.png,paper
rock\rock_368.png,rock
paper\paper_64.png,paper
rock\rock_157.png,rock
scissors\scissors_535.png,scissors
scissors\scissors_115.png,scissors
rock\rock_416.png,rock
paper\paper_856.png,paper
rock\rock_240.png,rock
scissors\scissors_717.png,scissors
paper\paper_758.png,paper
rock\rock_598.png,rock
scissors\scissors_105.png,scissors
scissors\scissors_360.png,scissors
paper\paper_532.png,paper
paper\paper_444.png,paper
paper\paper_187.png,paper
paper\paper_855.png,paper
rock\rock_317.png,rock
paper\paper_843.png,paper
paper\paper_529.png,paper
rock\rock_753.png,rock
scissors\scissors_555.png,scissors
scissors\scissors_447.png,scissors
paper\paper_440.png,paper
scissors\scissors_649.png,scissors
rock\rock_211.png,rock
rock\rock_856.png,rock
paper\paper_689.png,paper
scissors\scissors_346.png,scissors
scissors\scissors_182.png,scissors
paper\paper_754.png,paper
rock\rock_899.png,rock
paper\paper_77.png,paper
scissors\scissors_653.png,scissors
paper\paper_79.png,paper
paper\paper_382.png,paper
paper\paper_647.png,paper
paper\paper_315.png,paper
rock\rock_25.png,rock
rock\rock_698.png,rock
rock\rock_256.png,rock
scissors\scissors_395.png,scissors
paper\paper_302.png,paper
rock\rock_817.png,rock
rock\rock_822.png,rock
scissors\scissors_508.png,scissors
scissors\scissors_483.png,scissors
paper\paper_348.png,paper
paper\paper_706.png,paper
rock\rock_247.png,rock
scissors\scissors_640.png,scissors
paper\paper_68.png,paper
paper\paper_267.png,paper
paper\paper_42.png,paper
scissors\scissors_39.png,scissors
rock\rock_456.png,rock
scissors\scissors_340.png,scissors
scissors\scissors_307.png,scissors
rock\rock_241.png,rock
paper\paper_732.png,paper
rock\rock_122.png,rock
scissors\scissors_703.png,scissors
paper\paper_278.png,paper
paper\paper_67.png,paper
rock\rock_783.png,rock
paper\paper_880.png,paper
paper\paper_279.png,paper
paper\paper_116.png,paper
paper\paper_213.png,paper
paper\paper_533.png,paper
rock\rock_800.png,rock
scissors\scissors_494.png,scissors
paper\paper_169.png,paper
paper\paper_366.png,paper
scissors\scissors_215.png,scissors
rock\rock_818.png,rock
paper\paper_620.png,paper
rock\rock_482.png,rock
paper\paper_704.png,paper
rock\rock_248.png,rock
rock\rock_575.png,rock
scissors\scissors_342.png,scissors
rock\rock_756.png,rock
paper\paper_513.png,paper
rock\rock_786.png,rock
rock\rock_35.png,rock
rock\rock_701.png,rock
rock\rock_517.png,rock
paper\paper_828.png,paper
paper\paper_236.png,paper
paper\paper_763.png,paper
rock\rock_784.png,rock
rock\rock_862.png,rock
paper\paper_553.png,paper
paper\paper_126.png,paper
scissors\scissors_350.png,scissors
rock\rock_775.png,rock
paper\paper_688.png,paper
paper\paper_312.png,paper
scissors\scissors_296.png,scissors
scissors\scissors_61.png,scissors
rock\rock_689.png,rock
rock\rock_365.png,rock
rock\rock_399.png,rock
scissors\scissors_439.png,scissors
paper\paper_410.png,paper
paper\paper_121.png,paper
rock\rock_476.png,rock
paper\paper_893.png,paper
scissors\scissors_4.png,scissors
rock\rock_504.png,rock
scissors\scissors_707.png,scissors
scissors\scissors_268.png,scissors
rock\rock_223.png,rock
paper\paper_787.png,paper
paper\paper_528.png,paper
rock\rock_27.png,rock
scissors\scissors_801.png,scissors
scissors\scissors_169.png,scissors
paper\paper_171.png,paper
paper\paper_518.png,paper
rock\rock_105.png,rock
paper\paper_622.png,paper
scissors\scissors_126.png,scissors
paper\paper_21.png,paper
paper\paper_221.png,paper
paper\paper_613.png,paper
rock\rock_553.png,rock
rock\rock_548.png,rock
scissors\scissors_109.png,scissors
scissors\scissors_359.png,scissors
rock\rock_787.png,rock
paper\paper_523.png,paper
paper\paper_144.png,paper
scissors\scissors_369.png,scissors
paper\paper_838.png,paper
scissors\scissors_46.png,scissors
rock\rock_406.png,rock
paper\paper_437.png,paper
rock\rock_465.png,rock
scissors\scissors_743.png,scissors
scissors\scissors_280.png,scissors
paper\paper_671.png,paper
paper\paper_793.png,paper
scissors\scissors_319.png,scissors
rock\rock_469.png,rock
scissors\scissors_101.png,scissors
paper\paper_369.png,paper
scissors\scissors_575.png,scissors
paper\paper_70.png,paper
rock\rock_687.png,rock
rock\rock_140.png,rock
paper\paper_466.png,paper
paper\paper_186.png,paper
rock\rock_774.png,rock
rock\rock_492.png,rock
paper\paper_628.png,paper
paper\paper_28.png,paper
scissors\scissors_590.png,scissors
scissors\scissors_401.png,scissors
rock\rock_172.png,rock
paper\paper_380.png,paper
rock\rock_555.png,rock
rock\rock_867.png,rock
paper\paper_555.png,paper
rock\rock_793.png,rock
paper\paper_718.png,paper
paper\paper_559.png,paper
rock\rock_705.png,rock
paper\paper_879.png,paper
scissors\scissors_833.png,scissors
paper\paper_615.png,paper
paper\paper_558.png,paper
paper\paper_285.png,paper
scissors\scissors_718.png,scissors
scissors\scissors_536.png,scissors
rock\rock_253.png,rock
paper\paper_195.png,paper
rock\rock_68.png,rock
scissors\scissors_549.png,scissors
paper\paper_418.png,paper
scissors\scissors_631.png,scissors
rock\rock_158.png,rock
scissors\scissors_224.png,scissors
paper\paper_551.png,paper
paper\paper_193.png,paper
paper\paper_830.png,paper
rock\rock_713.png,rock
scissors\scissors_3.png,scissors
paper\paper_334.png,paper
rock\rock_454.png,rock
paper\paper_326.png,paper
scissors\scissors_205.png,scissors
scissors\scissors_244.png,scissors
scissors\scissors_558.png,scissors
paper\paper_194.png,paper
scissors\scissors_819.png,scissors
paper\paper_31.png,paper
rock\rock_148.png,rock
scissors\scissors_529.png,scissors
paper\paper_336.png,paper
paper\paper_308.png,paper
rock\rock_214.png,rock
scissors\scissors_211.png,scissors
paper\paper_522.png,paper
paper\paper_862.png,paper
paper\paper_818.png,paper
paper\paper_50.png,paper
scissors\scissors_759.png,scissors
rock\rock_826.png,rock
paper\paper_330.png,paper
scissors\scissors_477.png,scissors
scissors\scissors_29.png,scissors
rock\rock_772.png,rock
paper\paper_59.png,paper
paper\paper_286.png,paper
paper\paper_386.png,paper
rock\rock_819.png,rock
scissors\scissors_562.png,scissors
