path,label
rock\rock_551.png,rock
rock\rock_372.png,rock
scissors\scissors_111.png,scissors
scissors\scissors_720.png,scissors
paper\paper_99.png,paper
rock\rock_329.png,rock
paper\paper_698.png,paper
rock\rock_905.png,rock
scissors\scissors_14.png,scissors
rock\rock_869.png,rock
paper\paper_545.png,paper
scissors\scissors_104.png,scissors
rock\rock_657.png,rock
rock\rock_116.png,rock
scissors\scissors_429.png,scissors
rock\rock_832.png,rock
scissors\scissors_392.png,scissors
scissors\scissors_897.png,scissors
rock\rock_396.png,rock
rock\rock_435.png,rock
paper\paper_293.png,paper
paper\paper_549.png,paper
paper\paper_324.png,paper
paper\paper_295.png,paper
rock\rock_318.png,rock
scissors\scissors_98.png,scissors
rock\rock_513.png,rock
scissors\scissors_881.png,scissors
rock\rock_312.png,rock
paper\paper_11.png,paper
paper\paper_147.png,paper
paper\paper_813.png,paper
paper\paper_38.png,paper
scissors\scissors_898.png,scissors
paper\paper_881.png,paper
rock\rock_363.png,rock
rock\rock_807.png,rock
scissors\scissors_281.png,scissors
rock\rock_356.png,rock
paper\paper_246.png,paper
paper\paper_514.png,paper
paper\paper_332.png,paper
scissors\scissors_322.png,scissors
scissors\scissors_623.png,scissors
scissors\scissors_652.png,scissors
rock\rock_97.png,rock
scissors\scissors_44.png,scissors
paper\paper_775.png,paper
scissors\scissors_691.png,scissors
paper\paper_682.png,paper
scissors\scissors_235.png,scissors
rock\rock_563.png,rock
scissors\scissors_375.png,scissors
rock\rock_889.png,rock
scissors\scissors_253.png,scissors
scissors\scissors_543.png,scissors
rock\rock_857.png,rock
scissors\scissors_108.png,scissors
paper\paper_323.png,paper
paper\paper_784.png,paper
paper\paper_242.png,paper
paper\paper_29.png,paper
rock\rock_748.png,rock
rock\rock_59.png,rock
scissors\scissors_157.png,scissors
paper\paper_809.png,paper
rock\rock_9.png,rock
scissors\scissors_583.png,scissors
scissors\scissors_622.png,scissors
scissors\scissors_872.png,scissors
scissors\scissors_472.png,scissors
scissors\scissors_164.png,scissors
paper\paper_66.png,paper
paper\paper_359.png,paper
scissors\scissors_347.png,scissors
rock\rock_196.png,rock
rock\rock_245.png,rock
rock\rock_760.png,rock
rock\rock_110.png,rock
rock\rock_626.png,rock
rock\rock_776.png,rock
scissors\scissors_495.png,scissors
paper\paper_432.png,paper
rock\rock_395.png,rock
rock\rock_448.png,rock
rock\rock_262.png,rock
scissors\scissors_279.png,scissors
scissors\scissors_240.png,scissors
paper\paper_574.png,paper
rock\rock_591.png,rock
rock\rock_41.png,rock
rock\rock_614.png,rock
paper\paper_119.png,paper
paper\paper_5.png,paper
scissors\scissors_698.png,scissors
paper\paper_722.png,paper
rock\rock_726.png,rock
rock\rock_849.png,rock
rock\rock_320.png,rock
scissors\scissors_437.png,scissors
paper\paper_138.png,paper
paper\paper_8.png,paper
paper\paper_606.png,paper
paper\paper_364.png,paper
scissors\scissors_191.png,scissors
scissors\scissors_893.png,scissors
paper\paper_220.png,paper
paper\paper_737.png,paper
paper\paper_114.png,paper
paper\paper_524.png,paper
scissors\scissors_213.png,scissors
paper\paper_702.png,paper
paper\paper_447.png,paper
paper\paper_402.png,paper
scissors\scissors_82.png,scissors
rock\rock_503.png,rock
scissors\scissors_628.png,scissors
scissors\scissors_594.png,scissors
scissors\scissors_352.png,scissors
paper\paper_681.png,paper
paper\paper_78.png,paper
rock\rock_235.png,rock
rock\rock_619.png,rock
rock\rock_798.png,rock
scissors\scissors_116.png,scissors
rock\rock_292.png,rock
rock\rock_154.png,rock
rock\rock_595.png,rock
rock\rock_859.png,rock
rock\rock_30.png,rock
paper\paper_717.png,paper
paper\paper_771.png,paper
scissors\scissors_275.png,scissors
paper\paper_329.png,paper
scissors\scissors_397.png,scissors
paper\paper_791.png,paper
paper\paper_412.png,paper
scissors\scissors_644.png,scissors
paper\paper_106.png,paper
paper\paper_151.png,paper
scissors\scissors_685.png,scissors
scissors\scissors_834.png,scissors
rock\rock_607.png,rock
scissors\scissors_654.png,scissors
paper\paper_611.png,paper
rock\rock_535.png,rock
rock\rock_28.png,rock
paper\paper_58.png,paper
scissors\scissors_103.png,scissors
paper\paper_370.png,paper
rock\rock_377.png,rock
scissors\scissors_824.png,scissors
rock\rock_288.png,rock
rock\rock_883.png,rock
rock\rock_398.png,rock
paper\paper_576.png,paper
rock\rock_155.png,rock
paper\paper_822.png,paper
paper\paper_543.png,paper
scissors\scissors_607.png,scissors
rock\rock_594.png,rock
rock\rock_561.png,rock
scissors\scissors_22.png,scissors
paper\paper_511.png,paper
rock\rock_645.png,rock
paper\paper_499.png,paper
rock\rock_754.png,rock
scissors\scissors_353.png,scissors
paper\paper_865.png,paper
scissors\scissors_619.png,scissors
scissors\scissors_218.png,scissors
paper\paper_504.png,paper
paper\paper_159.png,paper
scissors\scissors_85.png,scissors
paper\paper_747.png,paper
scissors\scissors_384.png,scissors
rock\rock_809.png,rock
rock\rock_49.png,rock
paper\paper_612.png,paper
scissors\scissors_252.png,scissors
scissors\scissors_417.png,scissors
paper\paper_783.png,paper
rock\rock_207.png,rock
rock\rock_525.png,rock
paper\paper_609.png,paper
rock\rock_408.png,rock
paper\paper_436.png,paper
scissors\scissors_876.png,scissors
scissors\scissors_693.png,scissors
paper\paper_777.png,paper
rock\rock_201.png,rock
paper\paper_210.png,paper
scissors\scissors_248.png,scissors
rock\rock_556.png,rock
scissors\scissors_225.png,scissors
paper\paper_408.png,paper
rock\rock_32.png,rock
paper\paper_625.png,paper
rock\rock_650.png,rock
scissors\scissors_278.png,scissors
scissors\scissors_443.png,scissors
scissors\scissors_719.png,scissors
paper\paper_852.png,paper
paper\paper_875.png,paper
paper\paper_148.png,paper
scissors\scissors_387.png,scissors
rock\rock_835.png,rock
paper\paper_123.png,paper
scissors\scissors_13.png,scissors
paper\paper_541.png,paper
rock\rock_592.png,rock
scissors\scissors_60.png,scissors
